Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column,States,Counties
BEST PRACTICES INPATIE,IL,LONG GROVE,0,538598,0,POINT (-88.006111 42.197251),34,1718
NAPLES APOTHECARY INC,NY,NAPLES,480,0,1423,POINT (-77.403828 42.613423),47,2133
QUIK STOP PHARMACY OF,PA,THORNDALE,400,0,3000,POINT (-75.7561 39.997942),48,2496
PROACTIVE PAIN AND NEU,MD,CUMBERLAND,0,0,160,POINT (-78.761152 39.647979),45,417
PENNSYLVANIA HM ASSOCI,PA,EAST STROUDSBURG,0,33386,0,POINT (-75.183229 41.002827),48,2560
GPS PHYSICIAN GROUP OF,NJ,MOORESTOWN,0,768,0,POINT (-74.949841 39.962524),46,2447
SOUTH SCOTT COUNTY AMB,MO,SIKESTON,0,3281,0,POINT (-89.586197 36.881087),18,2213
ACCURATE PHARMACY LLC,NY,BROOKLYN,0,0,1880,POINT (-73.990996 40.692529),,2090
MEDCARE LABS INC,IL,ADDISON,7922680,0,0,POINT (-87.988676 41.93194),34,1866
GLOBAL PHARMACY GROUP,CA,SANTA MONICA,1120,0,6000,POINT (-118.491512 34.010932),8,1195
AKDHC LLC,AZ,AVONDALE,0,202,0,POINT (-112.349671 33.43534),7,989
MCCLOUD HEALTHCARE CLI,CA,MOUNT SHASTA,1215,99,0,POINT (-122.312285 41.313274),8,1337
GOLDEN VALLEY HEALTH C,CA,DOS PALOS,5933,17853,67448,POINT (-120.63557 36.984887),8,1169
HOMETOWN PHARMACY,KY,FRANKFORT,80,0,1947,POINT (-84.87329 38.201005),36,241
SMART SCRIPTS INC,NY,STATEN ISLAND,80,0,1320,POINT (-74.076203 40.643498),46,
ROBERT WOOD JOHNSON ME,NJ,MONTCLAIR,0,519,0,POINT (-74.212664 40.822167),46,2486
6 PALO ALTO MEDICAL FO,CA,ANTIOCH,0,5995,0,POINT (-121.813771 38.016907),8,1185
KATAHDIN VALLEY HEALTH,ME,HOULTON,40954,1513,136,POINT (-67.839804 46.124244),49,412
MONTICELLO DRUG COMPAN,AR,MONTICELLO,240,0,14526,POINT (-91.79085 33.628965),15,15
HART PHARMACY INC,OH,CINCINNATI,80,0,4620,POINT (-84.513808 39.104427),38,2562
ANHA MEDICAL PC,MI,GARDEN CITY,404011,0,0,POINT (-83.330914 42.325572),50,1345
WELLSPACE HEALTH,CA,SACRAMENTO,0,0,409,POINT (-121.50012 38.582087),8,77
HEALTHSTONE PRIMARY CA,FL,HOLLYWOOD,0,114,0,POINT (-80.139055 26.011757),30,1054
NIAGARA FALLS MEMORIAL,NY,NIAGARA FALLS,875,73076,12648,POINT (-79.056432 43.094464),,2131
COMMUNITY PHARMACY OF,SC,CHESTER,80,0,5435,POINT (-81.213691 34.705348),33,744
ST CATHERINE HOSPITAL,KS,GARDEN CITY,30391,475323,0,POINT (-100.858646 37.974981),17,316
ST ELIZABETH MEDICAL C,NY,UTICA,61827,124536,433,POINT (-75.230012 43.102016),47,625
SPARROW CARSON HOSPITA,MI,ITHACA,183,0,0,POINT (-84.607576 43.291642),50,341
STAR DISCOUNT PHARMACY,AL,HUNTSVILLE,360,0,7060,POINT (-86.585283 34.729538),29,1588
HIGH TOUCH PHARMACY LL,NJ,ELIZABETH,160,0,26143,POINT (-74.211653 40.661927),46,2532
PRIMARY CARE 360,AR,SHERWOOD,0,0,480,POINT (-92.231325 34.825805),15,998
PEDIATRIC ASSOCIATES O,PA,PITTSTON,1623,103,4500,POINT (-75.790013 41.323442),48,2556
SHAHZAD KHAN MD PA,FL,LAKE WORTH,0,32763,0,POINT (-80.058568 26.609859),,52
LAKEWOOD HEALTH SYSTEM,MN,EAGLE BEND,0,0,80,POINT (-95.033572 46.165383),1,392
NAZARETH PHYSICIAN SER,PA,PHILADELPHIA,0,808,0,POINT (-75.16562 39.951061),48,2602
ROBERT M LOWEN MD INC,CA,MOUNTAIN VIEW,3041,0,0,POINT (-122.08139 37.39008),8,1334
BOSTON HEALTH CARE FOR,MA,BOSTON,27344,12647,11193,POINT (-71.056742 42.358894),25,1918
OCHSNER MISSISSIPPI LL,MS,BAY SAINT LOUIS,12055,2688,0,POINT (-89.347865 30.316382),32,1643
MERRICK MEDICAL CENTER,NE,CENTRAL CITY,22412,24841,0,POINT (-98.002992 41.114992),19,466
CITY OF PASSAIC,NJ,PASSAIC,0,0,290803,POINT (-74.12484 40.859885),46,2493
SABA ALAQILI DO PLLC,FL,PLANTATION,0,65756,0,POINT (-80.242374 26.128276),30,1054
INDIAN RIVER HEALTH SE,FL,VERO BEACH,0,84,0,POINT (-80.38908 27.638883),30,1109
WELLMAX HEALTH MEDICAL,FL,MIAMI,0,0,6243,POINT (-80.194702 25.775084),30,1074
FRESENIUS MEDICAL CARE,CA,LOS GATOS,0,0,51,POINT (-121.97468 37.226611),8,1334
FAITH PHARMACY INC,CA,VALENCIA,0,0,2120,POINT (-118.564722 34.389444),8,1195
STEWARD MEDICAL GROUP,MA,BRIGHTON,80,12542,2898,POINT (-71.156898 42.349998),25,1918
CARDIAC CARE ASSOCIATE,NJ,HACKETTSTOWN,0,464,0,POINT (-74.827567 40.852269),46,2533
SUTTER BAY MEDICAL FOU,CA,SAN JOSE,0,7874,0,POINT (-121.888128 37.334807),8,1334
ADVOCATE HEALTH AND HO,IL,SKOKIE,903,662,0,POINT (-87.754692 42.026307),34,1863
CAROLINA DERMATOLOGY,SC,TAYLORS,0,1344,0,POINT (-82.301663 34.919844),33,654
THRIFTY DRUG STORES IN,MN,ADA,0,0,40,POINT (-96.514159 47.296093),1,1502
PLACERVILLE RADIOLOGY,CA,PLACERVILLE,19,206,0,POINT (-120.799147 38.729652),8,1187
HOLZER,OH,JACKSON,4591,5167,2901,POINT (-82.638107 39.05113),38,2568
NWO INTEGRATED LABORAT,OH,TOLEDO,90273,2555,0,POINT (-83.535717 41.655298),38,2574
ARIA HEALTH PHYSICIAN,PA,FEASTERVILLE TREVOSE,0,71,0,POINT (-74.981201 40.149601),48,2458
FRANKLIN COUNTY MEDICA,ID,POCATELLO,68,697,0,POINT (-112.443496 42.866617),5,1684
WELLSPAN MEDICAL GROUP,PA,REINHOLDS,0,120,0,POINT (-76.115362 40.267065),48,2553
CGH MEDICAL CENTER,IL,MOUNT CARROLL,309,277,0,POINT (-89.977617 42.094803),34,1822
SUMMIT MEDICAL ARTS AS,NJ,NORTH BERGEN,364577,2401,0,POINT (-74.023344 40.793499),46,488
SPECTRUM HEALTH MEDICA,MI,GRAND RAPIDS,0,64888,120,POINT (-85.670209 42.965446),50,1260
UNIVERSITY OF ARKANSAS,AL,BIRMINGHAM,376,4068,0,POINT (-86.807705 33.522859),29,1583
ALABAMA PROVIDENCE HEA,AL,MOBILE,2005,235,0,POINT (-88.044822 30.688943),29,1591
SSM AUDRAIN HEALTH CAR,MO,PERRY,1019,137,0,POINT (-91.67129 39.430675),18,2173
HOSPITAL PHYSICIAN SER,FL,PENSACOLA,0,6969,0,POINT (-87.217578 30.406931),30,43
BEAR LAKE MEMORIAL HOS,ID,MONTPELIER,8389,8252,3069,POINT (-111.297746 42.324234),5,1685
MAINSTAY CLINICS,IL,WAUKEGAN,0,0,6291,POINT (-87.8339 42.359584),34,1718
URGENT CARE OF MORGAN,LA,MORGAN CITY,0,0,2088,POINT (-91.197065 29.698443),22,1706
PHYSICIANS CLINIC INC,NE,PAPILLION,51,262,0,POINT (-96.042941 41.156464),19,2347
RODNEY FRANKLIN,MS,MERIDIAN,0,543,0,POINT (-88.702527 32.365044),32,492
UMDC DEPARTMENT OF SUR,FL,CORAL GABLES,0,13700,0,POINT (-80.268654 25.710291),30,1074
ST ELIZABETH PHYSICIAN,KY,TAYLOR MILL,5029,1757,550,POINT (-84.49401 39.006363),36,1329
STRIDE COMMUNITY HEALT,CO,ENGLEWOOD,6107,1362,0,POINT (-104.98891 39.649436),9,1395
SAMARITAN REGIONAL HEA,OH,ASHLAND,42691,37662,0,POINT (-82.317916 40.86933),38,2472
PEDIATRIC ASSOCIATES O,CT,WATERBURY,744,0,0,POINT (-73.043069 41.554261),24,1044
DOYLESTOWN HOSPITAL,PA,DOYLESTOWN,78358,608112,0,POINT (-75.130507 40.309997),48,2458
MOUNT THIELSEN INPATIE,FL,LARGO,0,46667,0,POINT (-82.774936 27.91829),30,1081
SAN YSIDRO HEALTH CENT,CA,SAN DIEGO,1236,1167,14284,POINT (-117.163817 32.71576),8,1179
PRIME CARE DAHLONEGA L,GA,DAHLONEGA,197199,33501,0,POINT (-83.983274 34.533691),31,1463
ST VINCENT HOSPITAL,NM,SANTA FE,0,5191,0,POINT (-105.939593 35.692133),11,1990
UNION GENERAL AFFILITA,GA,BLUE RIDGE,0,543,0,POINT (-84.325284 34.865483),31,1133
GOSHEN HEALTH SYSTEMS,IN,MILFORD,1399,463,0,POINT (-85.618103 39.3503),35,146
SWEET SPRINGS PHARMACY,MO,CAMERON,0,0,1087,POINT (-94.23583 39.741205),18,516
VIA VERDE MEDICAL GROU,CA,SAN DIMAS,0,0,45,POINT (-117.802753 34.106678),8,1195
BIO MEDICAL APPLICATIO,NJ,PRINCETON,0,0,40,POINT (-74.660744 40.35198),46,2489
NUCH OF MICHIGAN INC,MI,LIVONIA,33013,1176,0,POINT (-83.36961 42.39709),50,1345
WE CARE PHARMACY LLC,NC,APEX,1040,0,9902,POINT (-78.854148 35.72718),37,3158
FORT LEE PHARMACY AND,NJ,FORT LEE,0,0,2480,POINT (-73.968307 40.850929),46,487
PRACTICE ASSOCIATES ME,NJ,ORANGE,778,564,0,POINT (-74.238658 40.767154),46,2486
MOUNTAIN VIEW EMERGENC,CA,UPLAND,176669,42670,0,POINT (-117.650985 34.099737),8,78
WESTERN CONNECTICUT ME,CT,NORWALK,960,17140,0,POINT (-73.412906 41.11805),24,1040
HUDSON RIVER HEALTHCAR,NY,YONKERS,18663,11705,0,POINT (-73.896052 40.932014),47,2185
SOUTHEAST HEALTH OF ST,MO,MALDEN,312,292,0,POINT (-89.966274 36.558282),18,1957
BREVARD PHYSICIAN ASSO,FL,MELBOURNE,114952,39142,0,POINT (-80.603516 28.079931),30,1053
KOP COMMUNITY PHARMACY,PA,KING OF PRUSSIA,0,0,2800,POINT (-75.382126 40.088323),48,2561
SOUTH MIAMI INPATIENT,FL,SOUTH MIAMI,0,89807,0,POINT (-80.297715 25.709342),30,1074
EDWARD HEALTH VENTRUES,IL,CHICAGO,0,3214,0,POINT (-87.632398 41.883229),34,1863
DANIEL J ARENOS MD PC,NY,ALBANY,0,0,546,POINT (-73.755418 42.651242),47,2030
BUTLER MEMORIAL HOSPIT,PA,BUTLER,129639,75525,36544,POINT (-79.895187 40.862868),48,2459
NEIGHBORHOOD HEALTH CE,OR,HILLSBORO,2191,80,4358,POINT (-122.989739 45.52395),12,724
NW MEDICAL FOUNDATION,OR,TILLAMOOK,113644,57119,0,POINT (-123.838253 45.456045),12,2412
VIA CHRISTI CLINIC PA,KS,WICHITA,132,61,0,POINT (-97.335571 37.686024),17,1291
FIRST MED URGENT CARE,OK,EDMOND,213,0,0,POINT (-97.481511 35.65314),20,712
PARK RIDGE HOME HEALTH,NC,BLACK MOUNTAIN,0,3360,0,POINT (-82.319741 35.618768),37,2232
TWO RIVER PHYSICIAN AS,NJ,RED BANK,0,3585,0,POINT (-74.064964 40.347098),46,2491
BRADLEY BIBB MD PLLC,AR,HARDY,10242,1821,272,POINT (-91.487192 36.317619),15,26
RADIOLOGY OF INDIANA,IN,INDIANAPOLIS,179,4930,0,POINT (-86.156212 39.76845),35,1904
FIRST CHOICE PEDIATRIC,FL,ORLANDO,51,154,80,POINT (-81.378879 28.538331),30,1078
WASHINGTON COUNTY JOHN,TN,JOHNSON CITY,0,18402,0,POINT (-82.342538 36.320614),39,702
APOGEE MEDICAL GROUP N,NM,LAS CRUCES,0,651,0,POINT (-106.780434 32.316215),11,2724
AMERICAN FAMILY CARE,AL,BIRMINGHAM,0,0,717,POINT (-86.807705 33.522859),29,1583
TAMPA FAMILY HELATH CE,FL,TAMPA,0,0,10967,POINT (-82.458776 27.947423),30,1107
NORTHWESTERN MEDICINE,IL,BLOOMINGDALE,116,0,0,POINT (-88.08114 41.957846),34,1866
LINCARE BILLING DEPT,GA,EASTANOLLEE,0,97795,0,POINT (-83.2556 34.520302),31,1566
ADVENTIST PHYSICIAN SE,MD,HYATTSVILLE,0,238,0,POINT (-76.945542 38.954926),45,1815
ADVOCATE HEALTH AND HO,IL,BOLINGBROOK,47,0,0,POINT (-88.077915 41.698264),34,140
SIDDH INC,FL,FORT MYERS,0,0,19831,POINT (-81.825769 26.614149),30,1113
SAINT ALEXIUS MEDICAL,ND,TURTLE LAKE,0,1373,0,POINT (-100.886422 47.517762),3,2421
HUNTSVILLE HOSPITAL EN,AL,HUNTSVILLE,0,204,0,POINT (-86.585283 34.729538),29,1588
NEW YORK PRESBYTERIAN,NY,FLUSHING,0,3256936,0,POINT (-73.817802 40.765301),47,2137
BROTHERS PHARMACIES IN,SD,BROOKINGS,400,0,2672,POINT (-96.798558 44.307945),21,2629
CHINATOWN TRUE CARE ME,NY,NEW YORK,2228,68,31028,POINT (-74.007228 40.713054),46,2095
YHASSANE MD PC,MI,MACOMB,784,0,0,POINT (-82.959024 42.700706),50,1265
CHARLES COLE MEM HOSP,PA,WESTFIELD,0,179,0,POINT (-77.539209 41.919397),48,2607
BELVEDERE PHARMACY LLC,MD,BALTIMORE,0,0,880,POINT (-76.612333 39.290443),45,1857
SOUTHEASTERN REGIONAL,NC,FAIRMONT,43150,12666,43111,POINT (-79.11428 34.496396),37,652
LIFETIME VALUE PHARMAC,CA,SANTA ANA,1040,0,46960,POINT (-117.869781 33.749738),8,1174
RELIABLE ALLIANCE HEAL,FL,MIAMI,0,514,0,POINT (-80.194702 25.775084),30,1074
CHESTNUT HILL CLINIC C,PA,PHILADELPHIA,10177,11769,0,POINT (-75.16562 39.951061),48,2602
JOHNS HOPKINS COMMUNIT,MD,COLUMBIA,0,2935,0,POINT (-76.869905 39.213641),45,421
CARLE WEST PHYSICIAN G,IL,PARK RIDGE,0,874,0,POINT (-87.835869 42.011007),34,1863
ORLANDO HEALTH MEDICAL,FL,ORLANDO,0,74,0,POINT (-81.378879 28.538331),30,1078
AVEVE INC,NC,COLUMBUS,0,0,4454,POINT (-82.199824 35.251117),37,2440
THE DAVIDSON CLINIC,NC,DAVIDSON,124,1984,0,POINT (-80.848485 35.49925),37,2429
KAPIOLANI MED CENTER P,HI,HONOLULU,11825,23321,0,POINT (-157.858158 21.30992),4,1657
HEALTH AND WELLNESS HO,LA,INDEPENDENCE,225,0,200,POINT (-90.500399 30.633636),22,271
SANFORD HEALTH NETWORK,MN,BAGLEY,45901,22409,667,POINT (-95.396973 47.522295),1,370
VILLAGE OF LAKE ZURICH,IL,LAKE ZURICH,0,3388,0,POINT (-88.093087 42.196926),34,1718
BERKELEY EMERGENCY MED,CA,OAKLAND,0,1529,0,POINT (-122.27248 37.804828),8,1141
PEAK PHARMACY,SC,PEAK,760,0,8252,POINT (-81.326797 34.23526),33,2577
GAMER PHARMACY INC,NY,BROOKLYN,280,0,5520,POINT (-73.990996 40.692529),,2090
DRUG STORE INC,AR,LITTLE ROCK,400,0,69366,POINT (-92.275105 34.748745),15,998
RIGHTTIME MEDICAL CARE,MD,OLNEY,250,4781,0,POINT (-77.066893 39.152619),45,1814
NOVANT HEALTH FORSYTH,NC,ADVANCE,1883,491,0,POINT (-80.412847 35.94504),37,2334
AXIS HEALTHCARE,OK,BARTLESVILLE,108610,13512,0,POINT (-95.944392 36.75067),20,717
PULMONARY PHYSICIANS O,FL,MARGATE,0,117522,0,POINT (-80.204917 26.242534),30,1054
TOWN OF FISHERS,IN,FISHERS,0,3602,0,POINT (-86.015547 39.956783),35,2238
ACADIANA PRACTITIONERS,LA,OPELOUSAS,30772,4308,1547,POINT (-92.084276 30.525725),22,1704
CENTENNIAL HEART LLC,TN,CHATTANOOGA,8,3857,0,POINT (-85.308287 35.045756),39,2049
PRACTICE ASSOCIATES ME,NJ,JACKSON,0,162,0,POINT (-74.386686 40.104655),46,489
NEW CENTURY PHYSICIANS,IA,COUNCIL BLUFFS,12350,12139,0,POINT (-95.85436 41.258963),16,1879
HENDERSONVILLE RADIOLO,NC,COLUMBUS,9330,12396,0,POINT (-82.199824 35.251117),37,2440
GREATER VALLEY HEALTH,MT,KALISPELL,4796,1993,0,POINT (-114.31346 48.197751),2,2284
GOLDEN VALLEY HEALTH C,CA,MERCED,947313,90994,253542,POINT (-120.481971 37.306968),8,1169
COMMUNITY HEALTH CARE,GA,GORDON,523,328,0,POINT (-83.332779 32.882277),31,1654
MERCY CLINIC OKLAHOMA,OK,OKLAHOMA CITY,1325,1315,0,POINT (-97.521264 35.468494),20,712
THE MEMORIAL HOSPITAL,CO,CRAIG,0,14925,0,POINT (-107.547286 40.512442),9,1016
TWO RIVERS PHYSICIAN P,NC,YANCEYVILLE,2566,0,0,POINT (-79.331348 36.404136),37,637
T J HEALTH COLUMBIA,KY,RUSSELL SPRINGS,514,73,0,POINT (-85.088692 37.055954),36,1484
STRIDE COMMUNITY HEALT,CO,LAKEWOOD,22304,1422,1066,POINT (-105.088872 39.710997),9,1008
INTEGRATED REHAB CONSU,IL,CHICAGO,0,1087,0,POINT (-87.632398 41.883229),34,1863
SISKIYOU COMMUNITY HEA,OR,CAVE JUNCTION,345,49,0,POINT (-123.646279 42.167403),12,2368
KC TAN MD MEDICAL CORP,CA,MONTEREY PARK,0,55,0,POINT (-118.127542 34.062407),8,1195
GLS PHARMACY LLC,FL,MIAMI,360,0,22633,POINT (-80.194702 25.775084),30,1074
NYPMG WESTCHESTER,NY,BRONX,65,6054,0,POINT (-73.920265 40.826153),47,2032
LIFESAVER HEALTHCARE L,IL,CHICAGO,63344,0,57489,POINT (-87.632398 41.883229),34,1863
VIRTUA MEDICAL GROUP,NJ,SEWELL,154,10214,0,POINT (-75.144699 39.766399),46,2487
DOYLES CORNER DRUG INC,MA,IPSWICH,0,0,6332,POINT (-70.837515 42.680049),25,1861
PULMONARY AND CRITICAL,MD,BEL AIR,0,2607,0,POINT (-76.34847 39.535671),45,1813
HOMETOWN HEALTH MANAGE,NV,RENO,1999,1587,0,POINT (-119.813283 39.526903),10,2403
SINGING RIVER HEALTH S,MS,PASCAGOULA,1541816,3407475,3875,POINT (-88.547309 30.365765),,1649
A TO Z PHARMACY LLC,NC,CARY,0,0,3273,POINT (-78.781139 35.791444),37,3158
FRANCISCAN PHYSICIAN N,IN,INDIANAPOLIS,340,106,0,POINT (-86.156212 39.76845),35,1904
NORTH SHORE LIJ,NY,REGO PARK,13840,13993,0,POINT (-73.853104 40.726398),47,2137
PUTNAM COUNTY MEMORIAL,MO,UNIONVILLE,20892,3990,0,POINT (-93.003093 40.477011),18,2172
GOPATH PATHOLOGY ASSOC,IL,MARION,24959969,2495340,0,POINT (-88.94193 37.730788),34,1809
TWIN RIVERS URGENT CAR,NE,HASTINGS,15575,4940,0,POINT (-98.388393 40.586125),19,445
UPTOWN PHARMACY LLC,OH,WESTERVILLE,0,0,4782,POINT (-82.931621 40.125943),38,2520
ST LUKES CLINIC TREASU,ID,BOISE,62016,98203,189730,POINT (-116.201579 43.615791),5,1659
BIOCORP CLINICAL LABOR,CA,WHITTIER,1628576,2650,0,POINT (-118.048051 33.967318),8,1195
PROVIDENCE HEALTH AND,OR,PORTLAND,109,0,0,POINT (-122.681425 45.516018),12,2410
NOVANT MEDICAL GROUP,NC,HIGH POINT,193,161,0,POINT (-80.003935 35.953972),37,643
EMERGENCY PHYSICIANS O,OK,OKLAHOMA CITY,2934,1537,0,POINT (-97.521264 35.468494),20,712
EAST DUNDEE AND COUNTR,IL,EAST DUNDEE,0,1975,0,POINT (-88.270532 42.098703),34,1715
ABBOTT NORTHWESTERN HO,MN,BUFFALO,36505,4914,0,POINT (-93.876236 45.173091),1,1560
AMERICAN MEDICAL RESPO,LA,MONROE,0,4674,0,POINT (-92.111225 32.500759),22,267
HENDERSONVILLE MEDICIN,TN,PORTLAND,0,220,0,POINT (-86.518057 36.584504),39,2115
NORA URGENT CARE,IN,INDIANAPOLIS,3412481,164204,0,POINT (-86.156212 39.76845),35,1904
NORTH SHORE MEDICAL CE,FL,LAUDERDALE LAKES,467103,2069850,387,POINT (-80.2062 26.16856),30,1054
SANFORD CLINIC NORTH,MN,HALSTAD,35,0,0,POINT (-96.824891 47.350761),3,1502
KELLY WILKINS,NC,FAYETTEVILLE,19,0,0,POINT (-78.883659 35.054417),37,2293
ATKINS NURSING AND REH,AR,ATKINS,0,0,818,POINT (-92.93746 35.241951),15,996
DES MOINES PHYSICIANS,OH,CINCINNATI,69458,12048,0,POINT (-84.513808 39.104427),38,2562
COMMUNITY HEALTH OF EA,TN,LA FOLLETTE,34366,8887,6326,POINT (-84.127683 36.376728),39,1996
MACKEY FAMILY PRACTICE,SC,LANCASTER,0,10991,0,POINT (-80.771316 34.721126),33,2526
ALEGENT CREIGHTON HEAL,IA,CORNING,8162,4210,0,POINT (-94.731883 40.988077),16,1364
BIO MEDICAL APPLICATIO,NJ,UNION,0,0,183,POINT (-74.269889 40.696436),46,2532
UNIVERSITY OF CINCINNA,OH,CINCINNATI,66,3563,0,POINT (-84.513808 39.104427),38,2562
NEW YORK GENERAL MEDIC,NY,AMSTERDAM,0,153,0,POINT (-74.190343 42.937753),47,624
MILLS PHARMACY AT PLEA,AL,PLEASANT GROVE,0,0,1445,POINT (-86.970795 33.495987),29,1583
MILLBROOK PHARMACY INC,MO,SAINT LOUIS,0,0,440,POINT (-90.200309 38.630276),18,2223
QUALINOVA CARE LLC,MD,LANHAM,0,6251,0,POINT (-76.840272 38.964882),45,1815
SOUTHERN MOODYCARE,GA,ARLINGTON,0,0,7400,POINT (-84.72532 31.439844),31,1156
CENTRAL CARDIOLOGY MED,CA,DELANO,0,8653,2457,POINT (-119.249731 35.767097),8,1192
LAS VEGAS VASCULAR AND,NV,LAS VEGAS,0,619,0,POINT (-115.140597 36.169202),10,480
PHYSICIANS FOR HEALTHY,CA,MENIFEE,18908,88539,0,POINT (-117.175557 33.684739),8,1177
DELNOR COMMUNITY HOSPI,IL,CAROL STREAM,90,333,0,POINT (-88.120502 41.916407),34,1866
INPATIENT MEDICAL SERV,OH,CLEVELAND,0,476,0,POINT (-81.6915 41.505546),38,2515
MOLECULAR MATRIX INC,CA,WEST SACRAMENTO,189758,0,0,POINT (-121.530611 38.580249),8,1393
ACCESS COMMUNITY HEALT,IL,CHICAGO,0,0,10920,POINT (-87.632398 41.883229),34,1863
CLEVELAND CLINIC,OH,CLEVELAND,22,129,0,POINT (-81.6915 41.505546),38,2515
PROGRESSION LLC,NY,WOODSTOCK,440,0,149565,POINT (-74.111173 42.037373),47,2182
GIANT EAGLE INC,PA,LEETSDALE,40,0,4496,POINT (-80.2111 40.565835),48,2455
HILL RX CORP,NY,BROOKLYN,600,0,6800,POINT (-73.990996 40.692529),,2090
BOONE HOSPITAL CENTER,MO,COLUMBIA,168763,216639,0,POINT (-92.328594 38.951551),18,2691
COFFEY COUNTY MEDICAL,KS,WAVERLY,422,204,0,POINT (-95.60019 38.390312),17,311
COUNTY OF HYDE OFFICE,NC,SWANQUARTER,10646,0,13286,POINT (-76.328985 35.406274),37,2386
MEDICAL FOUNDATION INC,MS,MERIDIAN,64,59,0,POINT (-88.702527 32.365044),32,492
SJMH MEDICAL PRACTICE,MI,LAKE ORION,0,160,0,POINT (-83.242443 42.784602),50,1307
CATHERINES HEALTH CENT,MI,GRAND RAPIDS,120,0,682,POINT (-85.670209 42.965446),50,1260
SOCIEDAD DE EDUCACION,PR,SAN JUAN,0,0,2280,POINT (-66.07558 18.446344),,3094
ST RITAS PROFESSIONAL,OH,TOLEDO,187,609,0,POINT (-83.535717 41.655298),38,2574
COASTAL FAMILY HEALTH,MS,LUCEDALE,51,0,0,POINT (-88.595879 30.924754),32,1605
JUDSON CENTER INC,MI,CLINTON TOWNSHIP,0,0,160,POINT (-82.907822 42.556496),50,1265
THRIFTY DRUG STORES IN,MN,SPRINGFIELD,0,0,182,POINT (-94.975816 44.238571),1,1352
STATE OF OKLAHOMA,OK,LAWTON,37593,275,0,POINT (-98.396817 34.606378),20,2715
SHP HOPELAWN LLC,NJ,PERTH AMBOY,680,0,16942,POINT (-74.26861 40.510721),46,2490
UNIVERSITY OF NC HOSPI,NC,DURHAM,0,6449,0,POINT (-78.899023 35.996948),37,641
ROCKLEDGE PHYSICIAN SE,LA,LAFAYETTE,0,4488,0,POINT (-92.018773 30.22126),22,1629
LINCARE BILLING DEPT,AR,CONWAY,0,5728,0,POINT (-92.4367 35.091798),15,1019
NORTH HUDSON COMMUNITY,NJ,HACKENSACK,660,934,0,POINT (-74.043799 40.881341),46,487
COMMUNITY PHYSICIANS G,AR,LOWELL,0,245,0,POINT (-94.130759 36.255354),15,948
INTEGRATED REHAB CONSU,IL,EVANSTON,0,209,0,POINT (-87.687867 42.052157),34,1863
CITY OF DEARBORN,MI,DEARBORN,0,2648,0,POINT (-83.17594 42.322141),50,1345
CEP AMERICA OHIO LLC,CA,MODESTO,270952,92665,0,POINT (-121.002435 37.640735),8,1340
MEERA INC,NJ,NEWARK,0,0,40,POINT (-74.174388 40.731507),46,2486
HORIZON HEALTH CARE IN,SD,HOWARD,11858,2791,3364,POINT (-97.528184 44.00795),21,675
LAKE CUMBERLAND MEDICA,ME,BELFAST,990,403,1473,POINT (-69.007424 44.425496),49,1727
PARKVIEW PHYSICIANS GR,IN,ANGOLA,0,123,0,POINT (-85.004 41.63478),35,1206
FREDERICK MEDICAL AND,MD,FREDERICK,0,2456,0,POINT (-77.410935 39.414181),45,1768
CARLE PHYSICIAN GROUP,IL,RANTOUL,0,237,0,POINT (-88.155834 40.312036),34,223
CAPE FEAR LONG TERM CA,NC,LILLINGTON,0,0,10606,POINT (-78.818626 35.392757),37,2344
MINNEAPOLIS RADIOLOGY,MN,SAINT PAUL,229,128,0,POINT (-93.094281 44.943719),1,1506
OPELOUSAS PHYSICIAN SE,LA,OPELOUSAS,0,3761,0,POINT (-92.084276 30.525725),22,1704
ESSEN MEDICAL ASSOCIAT,NY,BRONX,3805,3170,0,POINT (-73.920265 40.826153),47,2032
GENESIS MEDICAL GROUP,OH,COLUMBUS,51,0,0,POINT (-82.996216 39.962649),38,2520
MEMPHIS LUNG PHYSICIAN,TN,MEMPHIS,0,6884,0,POINT (-90.052136 35.143378),39,2111
COUNTY OF GREENE,NC,SNOW HILL,0,4288,0,POINT (-77.670515 35.455536),37,2342
UM COMMUNITY MEDICAL G,MD,GALENA,45,0,0,POINT (-75.879109 39.342109),45,422
UNION PHYSICIAN SERVIC,OH,SUGARCREEK,0,76,0,POINT (-81.638847 40.507902),38,598
SAN LUIS VALLEY REGION,CO,ANTONITO,0,188,0,POINT (-106.019673 37.088518),9,1440
IPC OF FLORIDA,FL,BOYNTON BEACH,0,4364,0,POINT (-80.064171 26.528911),,52
MARTIN HEALTH,TN,MARTIN,85526,308875,0,POINT (-88.850491 36.343182),39,813
EXPRESS GENE LLC,FL,PALMETTO BAY,279430,11498,6886,POINT (-80.324944 25.621012),30,1074
SARTELL PEDIATRICS PA,MN,SARTELL,3272,75,3679,POINT (-94.189913 45.61991),1,367
OVERLAND PARK ORTHOPED,KS,OVERLAND PARK,131,0,0,POINT (-94.683622 38.974799),17,1237
OKLAHOMA CITY UNIVERSI,OK,OKLAHOMA CITY,161704,0,0,POINT (-97.521264 35.468494),20,712
COXHEALTH CENTER CASSV,MO,SAINT LOUIS,0,88,0,POINT (-90.200309 38.630276),18,2223
MD24 CA INC,CA,SAN JOSE,131,0,0,POINT (-121.888128 37.334807),8,1334
